timestamp	vibration_level
2024-01-01 00:00:00	-0.1587119237453793
2024-01-01 00:10:00	0.617353343803788
2024-01-01 00:20:00	0.6046477719347064
2024-01-01 00:30:00	0.600767915050499
2024-01-01 00:40:00	0.4145154674328325
2024-01-01 00:50:00	1.0854212217066141
2024-01-01 01:00:00	0.634539754615287
2024-01-01 01:10:00	0.40332115990967815
2024-01-01 01:20:00	-0.00740786896581451
2024-01-01 01:30:00	-0.3621072831390264
2024-01-01 01:40:00	-0.7728381607510799
2024-01-01 01:50:00	-1.1082619512809566
2024-01-01 02:00:00	-0.9182641115403523
2024-01-01 02:10:00	-1.0057831317240258
2024-01-01 02:20:00	-0.717926667753373
2024-01-01 02:30:00	-1.1968489584562905
2024-01-01 02:40:00	-0.1600339600349411
2024-01-01 02:50:00	-0.19288672067709212
2024-01-01 03:00:00	0.6798486677354216
2024-01-01 03:10:00	0.7955902000538582
2024-01-01 03:20:00	0.5018592931828778
2024-01-01 03:30:00	1.3355387730070345
2024-01-01 03:40:00	0.8216088756821475
2024-01-01 03:50:00	0.531866029479584
2024-01-01 04:00:00	-0.11728926979588605
2024-01-01 04:10:00	-0.4044327873342907
2024-01-01 04:20:00	-0.4493417761747501
2024-01-01 04:30:00	-0.40427064817808783
2024-01-01 04:40:00	-1.1364419999645385
2024-01-01 04:50:00	-1.0091560770900123
2024-01-01 05:00:00	2.3280479147501576
2024-01-01 05:10:00	-0.8429322626598426
2024-01-01 05:20:00	-0.24775377200696186
2024-01-01 05:30:00	0.16934467604682102
2024-01-01 05:40:00	0.14329183649679547
2024-01-01 05:50:00	0.7846615449134567
2024-01-01 06:00:00	0.8515963757622866
2024-01-01 06:10:00	0.3975474490548401
2024-01-01 06:20:00	0.9387003858916946
2024-01-01 06:30:00	0.4827814366202212
2024-01-01 06:40:00	0.4718199582016884
2024-01-01 06:50:00	0.41785883605279595
2024-01-01 07:00:00	-0.16863906253339614
2024-01-01 07:10:00	-0.8001766826697534
2024-01-01 07:20:00	-0.7275677177834698
2024-01-01 07:30:00	-2.7550037402069005
2024-01-01 07:40:00	-1.2625759554541593
2024-01-01 07:50:00	-1.3420852305443176
2024-01-01 08:00:00	-0.4988797509874806
2024-01-01 08:10:00	-0.49930511527831284
2024-01-01 08:20:00	0.08091323801045751
2024-01-01 08:30:00	0.5665124463221957
2024-01-01 08:40:00	0.07597105980212704
2024-01-01 08:50:00	0.5490934268726955
2024-01-01 09:00:00	0.8696031108200573
2024-01-01 09:10:00	1.2371024561355308
2024-01-01 09:20:00	0.32706225531152516
2024-01-01 09:30:00	0.36386849261454146
2024-01-01 09:40:00	-0.14640949697040864
2024-01-01 09:50:00	-0.43601170702350905
2024-01-01 10:00:00	-0.5447407269389082
2024-01-01 10:10:00	-1.310509081752802
2024-01-01 10:20:00	-1.0612676044586082
2024-01-01 10:30:00	-0.5972122666273165
2024-01-01 10:40:00	-0.3507774554681374
2024-01-01 10:50:00	-0.5020860094581778
2024-01-01 11:00:00	-0.09724402018909423
2024-01-01 11:10:00	0.22480678216215302
2024-01-01 11:20:00	0.37561249612243225
2024-01-01 11:30:00	1.1202830697944866
2024-01-01 11:40:00	0.7528327609482136
2024-01-01 11:50:00	-2.7663233760331924
2024-01-01 12:00:00	0.9462454342172981
2024-01-01 12:10:00	0.5414795740269721
2024-01-01 12:20:00	-0.053907460881282954
2024-01-01 12:30:00	0.053794103007861194
2024-01-01 12:40:00	-0.8428318433024867
2024-01-01 12:50:00	-0.8261059009633707
2024-01-01 13:00:00	-1.3687228156302949
2024-01-01 13:10:00	-1.3412817928803404
2024-01-01 13:20:00	-0.4797408288055604
2024-01-01 13:30:00	-0.504913913743987
2024-01-01 13:40:00	-0.7264795206499737
2024-01-01 13:50:00	0.3859190578140341
2024-01-01 14:00:00	0.2161130022531001
2024-01-01 14:10:00	1.1395649838465678
2024-01-01 14:20:00	1.3723210480785168
2024-01-01 14:30:00	0.9293088305079524
2024-01-01 14:40:00	0.850137931977582
2024-01-01 14:50:00	0.6028233341836853
2024-01-01 15:00:00	0.35320153965373796
2024-01-01 15:10:00	-4.7143810728806805
2024-01-01 15:20:00	-0.3660853522177656
2024-01-01 15:30:00	-0.6662309843604759
2024-01-01 15:40:00	-1.2275659945692934
2024-01-01 15:50:00	-1.0604470549745812
2024-01-01 16:00:00	-0.5914554206187207
2024-01-01 16:10:00	-1.1577898462220133
2024-01-01 16:20:00	0.01910518967320035
2024-01-01 16:30:00	0.008533850933796501
